chr16	20000001	25000000	2
chr16	25000001	30000000	2
chr16	50000001	55000000	2
chr16	55000001	60000000	2
chr16	60000001	65000000	2
chr16	65000001	70000000	2
chr16	70000001	75000000	2
chr16	75000001	80000000	2
chr16	80000001	85000000	2
chr17	5000001	10000000	2
chr17	10000001	15000000	2
chr17	15000001	20000000	2
chr17	35000001	40000000	2
chr17	40000001	45000000	2
chr17	45000001	50000000	2
chr17	50000001	55000000	2
chr17	55000001	60000000	2
chr17	65000001	70000000	2
chr17	70000001	75000000	2
chr17	80000001	85000000	2
chr18	5000001	10000000	2
chr18	10000001	15000000	2
chr18	20000001	25000000	2
chr18	25000001	30000000	2
chr18	30000001	35000000	2
chr18	35000001	40000000	2
chr18	40000001	45000000	2
chr18	45000001	50000000	2
chr18	55000001	60000000	2
chr18	60000001	65000000	2
chr18	65000001	70000000	2
chr19	10000001	15000000	2
chr19	15000001	20000000	2
chr19	30000001	35000000	2
chr19	35000001	40000000	2
chr19	40000001	45000000	2
chr19	45000001	50000000	2
chr19	50000001	55000000	2
chr20	5000001	10000000	2
chr20	10000001	15000000	2
chr20	15000001	20000000	2
chr20	20000001	25000000	2
chr20	35000001	40000000	2
chr20	40000001	45000000	2
chr20	45000001	50000000	2
chr20	50000001	55000000	2
chr20	55000001	60000000	2
chr21	15000001	20000000	2
chr21	20000001	25000000	2
chr21	25000001	30000000	2
chr21	35000001	40000000	2
chr22	25000001	30000000	2
chr22	30000001	35000000	2
chr22	35000001	40000000	2
chr22	40000001	45000000	2
chr22	45000001	50000000	2
chrX	15000001	20000000	2
chrX	20000001	25000000	2
chrX	25000001	30000000	2
chrX	30000001	35000000	2
chrX	40000001	45000000	2
chrX	65000001	70000000	2
chrX	70000001	75000000	2
chrX	80000001	85000000	2
chrX	85000001	90000000	2
chrX	90000001	95000000	2
chrX	95000001	100000000	2
chrX	100000001	105000000	2
chrX	105000001	110000000	2
chrX	125000001	130000000	2
chrX	130000001	135000000	2
chrX	135000001	140000000	2
chrY	15000001	20000000	2
chrMT	10000001	15000000	2
chrMT	20000001	25000000	2
chrMT	30000001	35000000	2
chrMT	40000001	45000000	2
chrMT	60000001	65000000	2
chrMT	70000001	75000000	2
chrMT	80000001	85000000	2
chrMT	90000001	95000000	2
chrMT	100000001	105000000	2
chrMT	120000001	125000000	2
chrMT	130000001	135000000	2
chrMT	140000001	145000000	2
chrMT	150000001	155000000	2
chrMT	160000001	165000000	2
chrMT	170000001	175000000	2
chrMT	180000001	185000000	2
chrMT	190000001	195000000	2
chrMT	200000001	205000000	2
chrMT	210000001	215000000	2
chrMT	220000001	225000000	2
chrMT	230000001	235000000	2
chrMT	240000001	245000000	2
chrMT	250000001	255000000	2
chrMT	260000001	265000000	2
chrMT	270000001	275000000	2
chrMT	280000001	285000000	2
chrMT	290000001	295000000	2
chrMT	300000001	305000000	2
chrMT	310000001	315000000	2
chrMT	320000001	325000000	2
chrMT	330000001	335000000	2
chrMT	340000001	345000000	2
chrMT	350000001	355000000	2
chrMT	360000001	365000000	2
chrMT	370000001	375000000	2
chrMT	380000001	385000000	2
chrMT	390000001	395000000	2
chrMT	400000001	405000000	2
chrMT	410000001	415000000	2
chrMT	420000001	425000000	2
chrMT	430000001	435000000	2
chrMT	440000001	445000000	2
chrMT	450000001	455000000	2
chrMT	460000001	465000000	2
chrMT	470000001	475000000	2
chrMT	480000001	485000000	2
chrMT	490000001	495000000	2
chrMT	500000001	505000000	2
chrMT	510000001	515000000	2
chrMT	520000001	525000000	2
chrMT	530000001	535000000	2
chrMT	540000001	545000000	2
chrMT	550000001	555000000	2
chrMT	560000001	565000000	2
chrMT	570000001	575000000	2
chrMT	580000001	585000000	2
chrMT	590000001	595000000	2
chrMT	600000001	605000000	2
